username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
EmmanuelMacron;2017-01-24 17:21;290;411;"Rencontre avec le Premier ministre libanais Saad Hariri autour des enjeux sécuritaires auxquels sont confrontés nos deux pays. pic.twitter.com/ecHG2FOxQ0";;;;"823928659555844098";https://twitter.com/EmmanuelMacron/status/823928659555844098
EmmanuelMacron;2017-01-24 16:45;352;577;"La culture réunit plus qu'elle ne divise. C'est ce que m'ont montré les cuisinières de Tawlet liées par les traditions culinaires libanaises pic.twitter.com/zH6iEajakT";;;;"823919554476834822";https://twitter.com/EmmanuelMacron/status/823919554476834822
EmmanuelMacron;2017-01-24 00:02;171;244;"Le défi du Liban est jumeau du défi français : considérer les bouleversements du XXIème siècle et y répondre de manière démocratique. pic.twitter.com/pTpkos5h9D";;;;"823667375048445952";https://twitter.com/EmmanuelMacron/status/823667375048445952
EmmanuelMacron;2017-01-23 22:14;393;608;"La France et le Liban connaissent le prix de la paix et la valeur de la coexistence de toutes les confessions. pic.twitter.com/loAbe0Nh1P";;;;"823640172768137217";https://twitter.com/EmmanuelMacron/status/823640172768137217
EmmanuelMacron;2017-01-19 21:29;112;268;"Merci @mounir et bienvenue. En Marche ! https:// twitter.com/mounir/status/ 822163449744654340 …";;@mounir;;"822179227038601216";https://twitter.com/EmmanuelMacron/status/822179227038601216
EmmanuelMacron;2017-01-19 17:55;212;586;"Bravo aux aventuriers du #VendéeGlobe et à Armel Le Cléac'h qui entre aujourd'hui dans la légende de ce tour du monde mythique.";;;#Vend;"822125404769153025";https://twitter.com/EmmanuelMacron/status/822125404769153025
EmmanuelMacron;2017-01-19 11:36;1056;1155;"Nos candidats seront choisis en fonction de 5 critères. #LaMajoritéEnMarche pic.twitter.com/0ah8b7vo5Z";;;#LaMajorit;"822029937314033664";https://twitter.com/EmmanuelMacron/status/822029937314033664
EmmanuelMacron;2017-01-19 11:34;347;313;"Nous ouvrons un appel à candidatures pour les législatives. 2/2 #LaMajoritéEnMarche pic.twitter.com/zEpLlaCO8N";;;#LaMajorit;"822029460753018880";https://twitter.com/EmmanuelMacron/status/822029460753018880
EmmanuelMacron;2017-01-19 11:33;431;400;"Nous ouvrons un appel à candidatures pour les législatives. 1/2 #LaMajoritéEnMarche pic.twitter.com/Yg07K6uMpP";;;#LaMajorit;"822029170549071872";https://twitter.com/EmmanuelMacron/status/822029170549071872
EmmanuelMacron;2017-01-19 11:31;519;558;"En Marche ! présentera 577 candidats aux élections législatives. #LaMajoritéEnMarche pic.twitter.com/GPfVchlELy";;;#LaMajorit;"822028764473413633";https://twitter.com/EmmanuelMacron/status/822028764473413633
EmmanuelMacron;2017-01-19 11:27;444;416;"Je présenterai un contrat avec la nation. #LaMajoritéEnMarche pic.twitter.com/lLYgYJkuCs";;;#LaMajorit;"822027786063908865";https://twitter.com/EmmanuelMacron/status/822027786063908865
EmmanuelMacron;2017-01-19 11:27;354;300;"Je compte sur la mobilisation de nos comités locaux. #LaMajoritéEnMarche Rejoignez un comité : http:// en-marche.fr/espaceperso pic.twitter.com/NbpCYnMeYv";;;#LaMajorit;"822027573907558401";https://twitter.com/EmmanuelMacron/status/822027573907558401
